"catalogNumber","recordNumber","source","surveyname","dateaccuracy","recordedBy","otherCatalogNumbers","reliabdesc","easting","northing","decimalLatitude","decimalLongitude","nsxcode","scientificName","family","vernacularName","eventRemarks","habitat","verbatimLocality","reservename","language","rightsHolder","datasetName","institutionCode","country","countryCode","stateProvince","kingdom","occurrenceStatus","basisOfRecord","verbatimEventDate","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimIdentification","eventDate","establishmentMeans","geodeticDatum","identificationVerificationStatus","organismQuantity","organismQuantityType"
"OPP693510-1","OPP693510-1","OP","YORKE DISTRICT AERIAL BOXTHORN CONTROL","D","BARR M. Max | ANDERSON T. Tim","","5-50m",677275,6112711,-35.11285,136.94525,"M02662","Lycium ferocissimum","SOLANACEAE","African Boxthorn","","","PM''s; Boxthorn control site - aerial application of Graslan herbicide","1309 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","15/4/16",-35.11285,136.94525,"decimal degrees","Lycium ferocissimum","2016-04-15","introduced","EPSG:20253","verified",,
"RVPO91446-413399","RVPO91446-413399","RV","","D","GRIFFIN C. Clare | EDWARDS J.S. Jeff","","101-250m",749802,6213856,-34.186383,137.7105755,"K05689","Eucalyptus phenax ssp.","MYRTACEAE","","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus gracilis +/- E. brachycalyx +/- E. incrassata +/- E. oleosa +/- E. phenax +/- E. socialis +/- Callitris gracilis Mallee Woodland","Bowdens RD 4.4 km SSW of Agery","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/3/09",-34.186383,137.7105755,"decimal degrees","Eucalyptus phenax ssp.","2009-03-12","native","EPSG:20253","verification required",,
"RVPO86576-392179","RVPO86576-392179","RV","","D","O'NEILL S. Sally | FRAZER D.S. Deb","","251-500m",294157,6297283,-33.44412384,138.7855435,"E10950","Austrostipa sp.","GRAMINEAE","Spear-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Avena barbata +/-Austrostipa sp. +/-Austrodanthonia sp. +/-Enneapogon sp. Grassland +/-Atriplex sp. Grassland","Willalo RD 0.9 km WSW of Willalo","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","8/5/08",-33.44412384,138.7855435,"decimal degrees","Austrostipa sp.","2008-05-08","native","EPSG:20254","verification required",,
"OPP55550-1799902","OPP55550-1799902","OP","PAMS - PARK ASSET DATABASE","D","QUARMBY J. Joe","","501-1000m",279320,6120263,-35.03624,138.58081,"M05274","Scaevola albida","GOODENIACEAE","Pale Fanflower","General Comment= Survey Point 219; Reserve type= RP; Reserve Code= 16; PAMS_PARK_ID= 239; Age class= mature; Braun-Blanquet= 2; Location= central - SA Planning;Location_C= M5; Date_Stamp= 31-Jan-02;","","","Sturt Gorge (RP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","31/1/02",-35.03624,138.58081,"decimal degrees","Scaevola albida","2002-01-31","native","EPSG:20254","verified",,
"SUP10417-47","SUP10417-47","SU","FLINDERS MANAGEMENT REVIEW","D","GREENWOOD G. Graeme | PITTS B. Brenda","","",342373,6637478,-30.38439,139.35942,"K00445","Cymbopogon ambiguus","GRAMINEAE","Lemon-grass","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","9/5/88",-30.38439,139.35942,"decimal degrees","Cymbopogon ambiguus","1988-05-09","native","EPSG:20254","verified",,
"RVPO8879-31048","RVPO8879-31048","RV","","D","CLARK P.D. Peter | BEVAN K. Kirsty","","251-500m",538262,6212057,-34.23186377,135.4154607,"S20109","Hordeum vulgare ssp. (NC)","GRAMINEAE","","Collected using the DEWNR Roadside Vegetation Survey Methodology","Melaleuca halmaturorum ssp. halmaturorum Shrubland","Flinders HWY 1.6 km SSE of Mount Drummond","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","10/11/98",-34.23186377,135.4154607,"decimal degrees","Hordeum vulgare ssp. (NC)","1998-11-10","introduced","EPSG:20253","verification required",,
"RVPO71567-315804","RVPO71567-315804","RV","","D","BIRCHMORE N.J. Neal","","501-1000m",278645,6192298,-34.38706197,138.5923131,"G00207","Bromus diandrus (NC)","GRAMINEAE","Great Brome","Collected using the DEWNR Roadside Vegetation Survey Methodology","Mixed Herbland contains exotic and native spp.","Brady RD 4.7 km SSE of Barabba","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","30/9/03",-34.38706197,138.5923131,"decimal degrees","Bromus diandrus (NC)","2003-09-30","introduced","EPSG:20254","verification required",,
"OPP800502-42","OPP800502-42","OP","BDBSA RESERVES DATABASE","T","OVERTON B.M. Bev","","1-10km",235319,6026818,-35.86714,138.06858,"C01349","Hibbertia sericea var. sericea (NC)","DILLENIACEAE","Silky Guinea-flower","","","","Lesueur (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/11/86",-35.86714,138.06858,"decimal degrees","Hibbertia sericea var. sericea (NC)","198","native","EPSG:20254","verified",,
"SUP3910-10","SUP3910-10","SU","MURRAY MALLEE","D","MURFET D.E. Denzel | TAPLIN R.L. Rosemary","","5-50m",422272,6068028,-35.52832,140.14267,"W03627","Allocasuarina muelleriana ssp. muelleriana","CASUARINACEAE","Common Oak-bush","","","3.5 km SW from One Tree Hill.","464 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","16/7/90",-35.52832,140.14267,"decimal degrees","Allocasuarina muelleriana ssp. muelleriana","1990-07-16","native","EPSG:20254","verified",,
"OPP427453-31","OPP427453-31","OP","ACRIS BIMBOWRIE BIO MON TRIAL","D","ROBINSON A.C. Tony | TURNER J. Jean","","5-50m",423448,6457312,-32.01773,140.1894,"Z10371","Eragrostis sp.","GRAMINEAE","Love-grass","","","Bimbowrie Conservation Reserve. Refer to project #716 for location and physical information of this site.","Bimbowrie (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/11/12",-32.01773,140.1894,"decimal degrees","Eragrostis sp.","2012-11-07","native","EPSG:20254","verified",,
"OPP472553-1","OPP472553-1","OP","KANGAROO ISLAND WEEDS REGISTER","D","KANGAROO ISLAND - DEWNR K.I. DEWNR","","5-50m",723885,6029538,-35.85282,137.47924,"E04578","Asparagus declinatus","LILIACEAE","","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/6/09",-35.85282,137.47924,"decimal degrees","Asparagus declinatus","2009-06-01","introduced","EPSG:20253","verified",,
"RVPU88495-143160","RVPU88495-143160","RV","","D","LATTANZIO S Serina | OBST C.S. Chris","","251-500m",441762,5981734,-36.30763893,140.3513063,"S00229","Dactylis glomerata","GRAMINEAE","Cocksfoot","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus camaldulensis Open Woodland","Riddoch Highway HWY 9.4 km NNE of Willalooka","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","3/9/08",-36.30763893,140.3513063,"decimal degrees","Dactylis glomerata","2008-09-03","introduced","EPSG:20254","verification required",,
"SUP8193-84","SUP8193-84","SU","RARE RODENTS PROJECT","D","BRANDLE R. Robert","","5-50m",401564,6747291,-29.3998,139.98546,"G01615","Acacia salicina","LEGUMINOSAE","Willow Wattle","","","Montecollina Bore. AMG updated 5/4/05.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/12/93",-29.3998,139.98546,"decimal degrees","Acacia salicina","1993-12-01","native","EPSG:20254","verified",,
"SUP21471-146077","SUP21471-146077","SU","SANDY DESERT","D","MCDONALD J.T. John | THIESSEN J.H. James","","5-50m",615007,6746882,-29.40208,130.18534,"W01567","Acacia gilesiana","LEGUMINOSAE","Giles' Wattle","","","7.9 km from Tjuntjunjarra - Oak Valley Road intersection heading south towards Cook. Use GPS to locate sites.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","4/5/04",-29.40208,130.18534,"decimal degrees","Acacia gilesiana","2004-05-04","native","EPSG:20252","verified",,
"RVPO10549-38880","RVPO10549-38880","RV","","D","HYDE M.K. Michael | MALLEN N. Nigel","","501-1000m",257519,6320556,-33.22675751,138.3979675,"M03382","Callitris gracilis","CUPRESSACEAE","Southern Cypress Pine","Collected using the DEWNR Roadside Vegetation Survey Methodology","Acacia victoriae Tall shrubland","Warnertown-Jamestown HWY 6.2 km NNE of Gladstone","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/11/98",-33.22675751,138.3979675,"decimal degrees","Callitris gracilis","1998-11-12","native","EPSG:20254","verification required",,
"SUP15727-2","SUP15727-2","SU","COASTAL DUNE & CLIFFTOP","D","KENNY S.D. Sue | OPPERMANN A.M. Alison","","51-100m",729481,6161894,-34.65922,137.50419,"M03234","Olearia axillaris","COMPOSITAE","Coast Daisy-bush","","","Drive to Port Rickaby road north of caravan park leads to beach. Along beach for short way. Track back up into sand hills then along coast. First track Y intersection turn east. Continue until gate in south property. Turn west along fence to rough gate. Follow through south and veer west to clearing","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","16/9/97",-34.65922,137.50419,"decimal degrees","Olearia axillaris","1997-09-16","native","EPSG:20253","verified",,
"OPP801422-51","OPP801422-51","OP","BDBSA RESERVES DATABASE","D","WINTER S.K. Sybille","","101-250m",318972,6171365,-34.58358,139.02626,"Z00227","Cynosurus echinatus","GRAMINEAE","Rough Dog's-tail Grass","","","","1270 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","20/6/01",-34.58358,139.02626,"decimal degrees","Cynosurus echinatus","2001-06-20","introduced","EPSG:20254","verified",,
"RVPO43594-189203","RVPO43594-189203","RV","","D","MARCHANT E.K.M. Emily | DEGARIS M.B. Mark","","1-10km",487527,5807650,-37.87855486,140.8581727,"Y00128","Avena fatua","GRAMINEAE","Wild Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology"," Grassland dominated by exotic species","Lange RD 2.5 km ESE of Yahl","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/10/01",-37.87855486,140.8581727,"decimal degrees","Avena fatua","2001-10-02","introduced","EPSG:20254","verification required",,
"OPP707060-1","OPP707060-1","OP","BUFFEL GRASS CONTROL IN ARID RANGELANDS","D","RURAL SOLUTIONS - -","","5-50m",570350,6575797,-30.94919,135.73651,"C05369","Cenchrus ciliaris","GRAMINEAE","Buffel Grass","DENSITY = Low","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","14/5/10",-30.94919,135.73651,"decimal degrees","Cenchrus ciliaris","2010-05-14","introduced","EPSG:20253","verified",,
"RVPO51080-220396","RVPO51080-220396","RV","","D","CLARK P.D. Peter | HIGGINS G.M. Graeme","","51-100m",276437,6260798,-33.7693606,138.5859026,"E11002","Trifolium sp.","LEGUMINOSAE","Clover","Collected using the DEWNR Roadside Vegetation Survey Methodology","Non-endemic Native sp. Plantation","Black Rock - Clare Rd. RD 1.8 km NNW of Stanley Flat","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","18/12/01",-33.7693606,138.5859026,"decimal degrees","Trifolium sp.","2001-12-18","introduced","EPSG:20254","verification required",,
"SUP8582-27-AD99445075","SUP8582-27-AD99445075","SU","SOUTH OLARY PLAINS","D","PEACOCK D.E. David | NICOLSON K.P. Kym","AD99445075","5-50m",488222,6402178,-32.51764,140.8746,"C00177","Rytidosperma setaceum","GRAMINEAE","Small-flower Wallaby-grass","","","0.7 km SW from Black Hill Dam.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","14/8/91",-32.51764,140.8746,"decimal degrees","Rytidosperma setaceum","1991-08-14","native","EPSG:20254","verified",,
"RVPO92599-418223","RVPO92599-418223","RV","","D","GRIFFIN C. Clare | EDWARDS J.S. Jeff","","251-500m",750670,6208517,-34.23427771,137.7215307,"K03913","Avena barbata","GRAMINEAE","Bearded Oat","Collected using the DEWNR Roadside Vegetation Survey Methodology","Austrostipa spp. +/- Austrodanthonia spp. +/- Chloris truncata +/- Enneapogon spp. Native Grassland","Pipeline RD 4.2 km WNW of Arthurton","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","27/3/09",-34.23427771,137.7215307,"decimal degrees","Avena barbata","2009-03-27","introduced","EPSG:20253","verification required",,
"RVPO18043-74887","RVPO18043-74887","RV","","D","COOLING M.P. Marcus | HOGBEN J.D. Jeremy","","1-10km",330774,6182656,-34.48381561,139.1571105,"Z00755","Romulea rosea var. australis","IRIDACEAE","Common Onion-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus leucoxylon Woodland with grassy or shrub understorey","Mt Karinya RD 1.4 km WSW of Mount Karinya (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/8/99",-34.48381561,139.1571105,"decimal degrees","Romulea rosea var. australis","1999-08-12","introduced","EPSG:20254","verification required",,
"RVPO68079-297870","RVPO68079-297870","RV","","D","CLARK P.D. Peter | HIGGINS G.M. Graeme","","5-50m",282546,6123908,-35.00409867,138.6170995,"Z01847","Vicia sativa ssp. sativa","LEGUMINOSAE","Common Vetch","Collected using the DEWNR Roadside Vegetation Survey Methodology","Non-endemic Native Species Plantation","Bowman Avenue/Yorke Avenue AVE 0.6 km ESE of Sleep Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/9/03",-35.00409867,138.6170995,"decimal degrees","Vicia sativa ssp. sativa","2003-09-19","introduced","EPSG:20254","verification required",,
"OPP517157-9","OPP517157-9","OP","MURRAY WETL'D ONGOING SAMDB NRMB","D","MASON K.P. Kate | TURNER R.J. Rebecca","","5-50m",444814,6199778,-34.34183,140.4,"M30074","Lactuca serriola f. serriola","COMPOSITAE","Prickly Lettuce","","","Location is Beldora Wetland River Murray","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","5/2/09",-34.34183,140.4,"decimal degrees","Lactuca serriola f. serriola","2009-02-05","introduced","EPSG:20254","verified",,
"RVPO28405-125176","RVPO28405-125176","RV","","D","WARD M.J. Mathew | O'CONNOR P.J. Patrick","","501-1000m",393228,5902948,-37.01358336,139.7997993,"G00311","Lagurus ovatus","GRAMINEAE","Hare's Tail Grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland dominated by alien species","Kingston-Robe RD 3.4 km NNE of Mount Benson","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/12/99",-37.01358336,139.7997993,"decimal degrees","Lagurus ovatus","1999-12-07","introduced","EPSG:20254","verification required",,
"OPP930500-18","OPP930500-18","OP","BDBSA RESERVES DATABASE","Y","BEAUMONT K. Karin","","251-500m",479720,5913130,-36.92764,140.77229,"M02214","Eucalyptus baxteri","MYRTACEAE","Brown Stringybark","","","","1235 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/1/94",-36.92764,140.77229,"decimal degrees","Eucalyptus baxteri","1994","native","EPSG:20254","verified",,
